id,commercial,address,building_type,rooms_count,residents_count,cons_jan,cons_feb,cons_may,cons_apr,cons_mar,cons_jun,cons_jul,cons_aug,cons_sep,cons_oct,cons_nov,cons_dec,area
1643,0,"Краснодарский край, р-н Тбилисский, ст-ца Тбилисская, ул Базарная, д. 258 ",Частный,3,5,2911,3012,2605,2984,2780,1953,2268,2484,2154,2271,2121,2135,117.80
1644,0,"Краснодарский край, р-н Лабинский, х Первая Синюха, ул Гагарина, д. 71 ",Частный,3,6,619,672,517,659,595,637,974,983,588,484,449,495,22.00
1645,0,"Краснодарский край, р-н Центральный, г Сочи, ул Шаумяна, д. 15 А",Частный,3,3,1978,4051,3833,3729,4080,1371,1463,1274,1355,3310,1322,1681,
1646,0,"Краснодарский край, р-н Усть-Лабинский, ст-ца Ладожская, ул Комсомольская, д. 13 ",Частный,2,3,3806,2846,2809,1333,256,454,423,342,304,2057,2821,593,37.00
1648,0,"Краснодарский край, р-н Лабинский, ст-ца Чамлыкская, ул Центральная, д. 14 ",Частный,2,1,1231,1501,986,1110,1058,238,228,231,208,1492,649,591,50.40
1649,0,"Краснодарский край, р-н Мостовский, пгт Мостовской, ул Буденного, д. 218 А",Частный,4,1,,153,153,2634,47,345,76,,153,153,383,77,40.00
1650,0,"Краснодарский край, р-н Усть-Лабинский, х Согласный, ул Первомайская, д. 28 ",Частный,3,5,299,243,234,433,297,331,459,417,584,397,249,485,
1651,0,"Краснодарский край, р-н Центральный, г Сочи, ул Шаумяна, д. 14 ",Дача,3,3,1665,2048,1594,1292,1571,522,608,382,424,837,1106,383,243.00
1653,0,"Краснодарский край, г Лабинск, пер Иртышский, д. 2 ",Частный,4,6,453,590,337,377,424,321,548,309,300,329,323,276,240.00
1654,1,"Краснодарский край, ст-ца Васюринская, ул Ставского, д. 38 ",Частный,3,2,5678,5679,7394,1879,,10,62,3380,1,5263,5419,2600,86.20
1655,0,"Краснодарский край, р-н Мостовский, ст-ца Губская, ул Карла-Маркса, д. 3 ",Частный,3,3,146,151,112,144,132,145,147,144,143,112,96,106,106.80
1656,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Павлика Морозова, д. 13 , кв. 1 ",Частный,3,3,632,739,832,819,849,1499,2176,2262,398,460,190,631,
1657,1,"Краснодарский край, ст-ца Елизаветинская, ул Зеленая, д. 6 1",Частный,5,1,391,409,373,336,403,379,725,643,397,401,422,321,200.00
1658,1,"Краснодарский край, ст-ца Динская, ул Коммунальная, д. 16 ",Частный,3,1,746,746,746,747,225,1059,384,384,862,554,2818,554,
1659,0,"Краснодарский край, р-н Мостовский, п Восточный, ул Базарная, д. 24 ",Частный,4,4,,1095,1635,545,355,1191,1094,875,,,,1312,
1660,1,"Краснодарский край, г Сочи, р-н Адлерский, ул 8 марта, д. 1 ",Частный,3,1,1396,1957,1549,1330,1021,1205,1975,3537,2186,1197,709,1190,
1661,0,"Краснодарский край, ст-ца Старокорсунская, ул Цветочная, д. 26 ",Частный,1,1,5200,3500,3299,11806,6568,1438,1164,976,1180,1800,4400,1380,
1662,0,"Республика Адыгея, р-н Тахтамукайский, аул Старобжегокай, ул Чапаева, д. 10 1",Прочий,,,417,433,365,380,381,210,372,254,220,263,263,239,
1665,1,"Краснодарский край, пгт. Сириус, ул Цимлянская, д. 33 , кв. 1 ",Частный,3,3,7648,6800,4632,3583,3637,3496,4199,4800,3720,4878,4049,3489,
1666,1,"Краснодарский край, р-н Усть-Лабинский, ст-ца Кирпильская, ул Лермонтова, д. 114 ",Частный,3,3,7235,5955,3608,3365,3648,4485,5964,4128,8140,7331,4469,5550,85.30
1667,0,"Краснодарский край, р-н Лабинский, ст-ца Чернореченская, ул Ленина, д. 1 1",Частный,1,1,4974,4698,,4030,23,73,369,1517,1730,224,5741,207,354.70
1668,0,"Краснодарский край, г Сочи, с Высокое, ул Зеленая, д. 60 уч.",Частный,3,3,1097,1006,639,586,885,,68,632,111,4210,153,454,400.00
1669,0,"Краснодарский край, пгт. Сириус, ул Поселок Мирный, д. 401 ",Частный,3,3,4227,3228,2838,3579,3443,4248,6544,6306,7898,2392,2098,3533,623.00
1670,0,"Краснодарский край, р-н Усть-Лабинский, ст-ца Воронежская, ул Садовая, д. 140 ",Частный,3,1,1066,561,585,566,585,335,176,285,41,514,671,183,70.60
1671,0,"Краснодарский край, х Октябрьский, ул Заречная, д. 84 ",Частный,6,6,8106,,4643,3278,5309,1556,1939,2541,1960,5544,2689,1459,
1672,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Павлика Морозова, д. 59 ,",Частный,3,3,2667,1915,1853,1637,1285,2520,5278,6111,2328,1904,2415,944,929.40
1673,1,"Краснодарский край, пгт. Сириус, ул Тростниковая, д. 12 ",Частный,3,3,2199,3456,2481,1954,2118,4092,7514,7407,4076,2048,1409,2595,
1674,1,"Краснодарский край, р-н Тбилисский, ст-ца Тбилисская, ул Хуторская, д. 31 ",Частный,3,2,1543,1075,2344,1125,1045,914,1731,1867,977,1178,1494,1495,80.50
1675,1,"Краснодарский край, ст-ца Елизаветинская, ул Кубанская, д. 131 ",Частный,4,1,53,1547,1500,1600,1219,2850,1000,1200,2000,2000,1200,300,
1676,0,"Краснодарский край, г Сочи, с Веселое, ул Мира, д. 120 А",Частный,1,3,7738,7412,6249,6314,6478,3581,5182,4873,3181,4672,4049,2902,1500.00
1677,1,"Краснодарский край, г Сочи, с Эстосадок, ул Эстонская, д. 93 ",Частный,3,2,9894,8092,6817,5234,4688,3622,3220,2843,2871,5279,4226,4222,309.40
1678,0,"Краснодарский край, р-н Центральный, г Сочи, ул Орджоникидзе, д. 25 дом",Частный,3,3,6996,6263,6228,5425,5927,1921,2579,1885,1728,4278,4148,2166,67.90
1679,0,"Краснодарский край, г Сочи, с Орел-Изумруд, ул Банановая, д. 7 ",Частный,6,1,733,4348,4171,1226,2351,474,523,472,371,736,1047,348,353.90
1680,0,"Краснодарский край, г Сочи, пгт Красная Поляна, ул Защитников Кавказа, д. 63 ",Частный,3,1,1132,812,797,767,341,470,579,599,520,641,420,522,215.10
1681,0,"Краснодарский край, г Сочи, с Эстосадок, ул Эстонская, д. 31 ",Частный,1,2,2386,2139,1257,1976,1985,661,638,638,638,807,1372,325,45.30
1682,1,"Краснодарский край, р-н Центральный, г Сочи, ул Гагарина, д. 15 2, кв. 2 ",Многоквартирный,1,1,97,1246,294,284,294,284,294,294,284,97,97,374,26.10
1683,0,"Краснодарский край, г Сочи, с Орел-Изумруд, ул 10 лет Октября, д. 0 ",Частный,3,3,114,416,106,149,100,8,9,9,7,7,6,8,5022.00
1685,0,"Краснодарский край, г Сочи, с Эстосадок, ул Эстонская, д. 83 ",Частный,3,3,2375,2698,1751,2080,900,1615,763,793,635,1298,1499,859,39.90
1686,1,"Краснодарский край, р-н Центральный, г Сочи, ул Гагарина, д. 58 , кв. 1 -6",Многоквартирный,3,1,525,784,815,515,604,1530,1060,754,730,644,684,1544,69.20
1687,0,"Краснодарский край, пгт. Сириус, ул Ружейная, д. 2 ",Частный,3,3,,,,,,,,,1,,,,21.60
1688,1,"Краснодарский край, р-н Щербиновский, ст-ца Старощербиновская, ул Красная, д. 75 , кв. 2 ",Частный,3,3,1981,7586,,,,,2883,4262,3401,2752,1478,2469,61.30
1689,0,"Краснодарский край, г Сочи, пгт Красная Поляна, пер Благодарный, д. 7 , кв. 3 ",Частный,3,3,6836,6806,5503,4248,1494,1271,1333,1335,1243,3849,3801,1883,
1690,0,"Краснодарский край, р-н Центральный, г Сочи, пер Вертолетный, д. 6 , кв. 2 ",Частный,3,3,1656,1313,1204,1126,1585,1422,1479,1328,1352,4094,2097,1943,
1691,0,"Краснодарский край, г Сочи, с Высокое, ул Лесная, д. 2 ",Частный,3,1,6291,6240,5201,5867,5190,8313,8570,10050,7964,4574,2516,6349,1789.00
1693,1,"Краснодарский край, пгт. Сириус, ул Цимлянская, д. 1 а",Частный,3,1,5910,2813,3937,3845,5103,6982,7634,12728,11721,5823,5013,6677,623.10
1694,0,"Краснодарский край, р-н Центральный, г Сочи, ул Волжская, д. 46 ",Частный,3,3,1112,1756,3139,2813,1875,4,10270,1314,656,592,374,544,
1695,0,"Краснодарский край, пгт. Сириус, ул Тюльпанов, д. 4 ",Частный,4,1,6937,6064,5525,6231,5662,3721,3674,3548,2011,828,3006,1039,212.90
1696,1,"Краснодарский край, р-н Староминский, ст-ца Староминская, ул Кольцовская, д. 190 ",Частный,3,2,159,245,171,,209,200,187,187,68,75,245,350,
1697,1,"Краснодарский край, г Сочи, с Высокое, ул Мурманская, д. 6 ",Частный,3,1,2349,1257,734,2352,2000,1458,1754,1415,1156,371,1861,878,
1698,1,"Краснодарский край, р-н Центральный, г Сочи, ул Тоннельная, д. 0 ",Многоквартирный,3,1,7068,6010,5524,6120,6257,8470,10402,8807,8807,5905,3817,6095,700.00
1699,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Ленина, д. 187 а.",Частный,3,3,4904,5644,4985,4679,4101,5273,5650,6438,5710,3951,4343,4622,194.80
1700,1,"Краснодарский край, р-н Староминский, ст-ца Староминская, ул Красная площадь, д. 7 а",Частный,1,1,1496,2321,2743,1386,1314,356,1002,708,800,528,1243,992,
1701,1,"Краснодарский край, пгт. Сириус, пер Марсовый, д. 9 ",Частный,2,3,998,1002,1136,1016,1166,890,1712,2655,3395,1202,1047,1182,477.10
1702,0,"Краснодарский край, с Пластунка, ул Леселидзе, д. 20 В",Частный,3,3,389,348,310,373,331,2155,583,555,436,277,204,299,
1703,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Просвещения, д. 108 2",Частный,3,3,4028,2532,2197,2227,2197,5766,9428,13363,9397,2532,1617,3783,643.80
1705,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Прибрежная, д. 29 А",Частный,5,5,714,678,561,441,421,318,692,1655,774,516,372,428,309.80
1706,1,"Краснодарский край, р-н Центральный, г Сочи, ул Тоннельная, д. 2 ",Многоквартирный,3,3,1660,1950,693,3828,3567,3274,1913,1409,1098,1692,1332,1681,192.00
1707,0,"Краснодарский край, г Сочи, с Молдовка, ул Тимашевская, д. 37 2",Частный,3,3,407,692,562,1146,627,1274,1487,1491,1141,393,265,974,84.30
1708,0,"Краснодарский край, р-н Кавказский, п им. М. Горького, ул Ленина, д. 83 ",Частный,3,3,1595,330,5,,1212,280,679,4,422,8,4442,2,38.30
1709,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Медовая, д. 76 ",Частный,3,3,2187,2409,2178,2060,1856,1633,2283,5407,3089,2134,2337,3053,728.90
